ORDER	ORTHOGRAPHY	IPA	FREQUENCY
16001	hokey	hˈə‍ʊki	247
16002	hogan	hˈə‍ʊɡən	247
16003	heartless	hˈɑːtləs	247
16004	harmonious	hɑːmˈə‍ʊnɪəs	247
16005	grocery	ɡɹˈə‍ʊsəɹi	247
16006	fraudster	fɹˈɔːdstɐ	247
16007	exemplary	ɛɡzˈɛmpləɹi	247
16008	exceedingly	ɛksˈiːdɪŋli	247
16009	escalated	ˈɛskɐlˌe‍ɪtɪd	247
16010	epitome	ɪpˈɪtəmˌi	247
16011	entourage	ˈɒntʊɹˌɑːʒ	247
16012	dossier	dˈɒsɪˌe‍ɪ	247
16013	dented	dˈɛntɪd	247
16014	cautiously	kˈɔːʃəsli	247
16015	beaming	bˈiːmɪŋ	247
16016	amputated	ˈæmpjuːtˌe‍ɪtɪd	247
16017	whoopee	wˈuːpiː	246
16018	troupe	tɹˈuːp	246
16019	triumphs	tɹˈa‍ɪʌmfz	246
16020	supermodel	sˈuːpəmˌɒdə‍l	246
16021	prognosis	pɹɒɡnˈə‍ʊsɪs	246
16022	ploy	plˈɔ‍ɪ	246
16023	parity	pˈæɹɪti	246
16024	outbuilding	a‍ʊtbˈɪldɪŋ	246
16025	narrowing	nˈæɹə‍ʊɪŋ	246
16026	meanings	mˈiːnɪŋz	246
16027	marijuana	mˌæɹɪwˈɑːnɐ	246
16028	linesman	lˈa‍ɪnzmən	246
16029	limerick	lˈɪməɹˌɪk	246
16030	intellect	ˈɪntəlˌɛkt	246
16031	imaginable	ɪmˈæd‍ʒɪnəbə‍l	246
16032	hopelessly	hˈə‍ʊpləsli	246
16033	freshen	fɹˈɛʃən	246
16034	duper	dˈuːpɐ	246
16035	detainees	dɪtˈe‍ɪniːz	246
16036	delving	dˈɛlvɪŋ	246
16037	critique	kɹɪtˈiːk	246
16038	constabulary	kənstˈæbjʊləɹi	246
16039	cleric	klˈɛɹɪk	246
16040	chisel	t‍ʃˈɪzə‍l	246
16041	chardonnay	ʃˌɑːdənˈe‍ɪ	246
16042	chard	t‍ʃˈɑːd	246
16043	bitches	bˈɪt‍ʃɪz	246
16044	beehive	bˈiːha‍ɪv	246
16045	beamed	bˈiːmd	246
16046	aristocrat	ˈæɹɪstˌɒkɹæt	246
16047	anxieties	æŋzˈa‍ɪ‍ətiz	246
16048	affirmative	ɐfˈɜːmətˌɪv	246
16049	acclaim	ɐklˈe‍ɪm	246
16050	thirties	θˈɜːtɪz	245
16051	supervise	sˈuːpəvˌa‍ɪz	245
16052	specs	spˈɛks	245
16053	sensibility	sˌɛnsəbˈɪlɪti	245
16054	relentlessly	ɹɪlˈɛntləsli	245
16055	railroad	ɹˈe‍ɪlɹə‍ʊd	245
16056	princely	pɹˈɪnsli	245
16057	primal	pɹˈa‍ɪmə‍l	245
16058	presided	pɹɪsˈa‍ɪdɪd	245
16059	pharmacist	fˈɑːmɐsˌɪst	245
16060	offerings	ˈɒfəɹɪŋz	245
16061	nomadic	nə‍ʊmˈædɪk	245
16062	mosques	mˈɒsks	245
16063	ladyship	lˈe‍ɪdɪʃˌɪp	245
16064	jewellers	d‍ʒˈuːələz	245
16065	gibbon	ɡˈɪbən	245
16066	follower	fˈɒlə‍ʊɐ	245
16067	enlightened	ɛnlˈa‍ɪtənd	245
16068	dwindling	dwˈɪndlɪŋ	245
16069	determines	dɪtˈɜːmɪnz	245
16070	crutches	kɹˈʌt‍ʃɪz	245
16071	alleviate	ɐlˈiːvɪˌe‍ɪt	245
16072	villas	vˈɪləz	244
16073	unsuitable	ʌnsˈuːtəbə‍l	244
16074	undermines	ˌʌndəmˈa‍ɪnz	244
16075	sultan	sˈʌltən	244
16076	skittles	skˈɪtə‍lz	244
16077	shrub	ʃɹˈʌb	244
16078	seasick	sˈiːsɪk	244
16079	quintessential	kwˌɪntɪsˈɛnʃə‍l	244
16080	psychotic	sa‍ɪkˈɒtɪk	244
16081	prankster	pɹˈæŋkstɐ	244
16082	owing	ˈə‍ʊɪŋ	244
16083	onset	ˈɒnsɛt	244
16084	masons	mˈe‍ɪsənz	244
16085	loos	lˈuːz	244
16086	impending	ɪmpˈɛndɪŋ	244
16087	hives	hˈa‍ɪvz	244
16088	hitched	hˈɪt‍ʃt	244
16089	groaning	ɡɹˈə‍ʊnɪŋ	244
16090	goalscorer	ɡˈə‍ʊlskɔːɹɐ	244
16091	filtered	fˈɪltəd	244
16092	eyelids	ˈa‍ɪlɪdz	244
16093	erect	ɪɹˈɛkt	244
16094	electing	ɪlˈɛktɪŋ	244
16095	drifts	dɹˈɪfts	244
16096	collie	kˈɒli	244
16097	cavern	kˈævən	244
16098	catchment	kˈæt‍ʃmənt	244
16099	casket	kˈɑːskɪt	244
16100	bureaucrats	bjˈɔːɹə‍ʊkɹˌæts	244
16101	budgetary	bˈʌd‍ʒɪtəɹi	244
16102	aria	ˈe‍əɹiɐ	244
16103	angled	ˈæŋɡə‍ld	244
16104	alliances	ɐlˈa‍ɪ‍ənsɪz	244
16105	adaptations	ɐdɐptˈe‍ɪʃənz	244
16106	accessing	ˈæksɛsɪŋ	244
16107	wholemeal	hˈə‍ʊlmi‍əl	243
16108	upgrading	ʌpɡɹˈe‍ɪdɪŋ	243
16109	toil	tˈɔ‍ɪl	243
16110	solace	sˈɒlɪs	243
16111	shreds	ʃɹˈɛdz	243
16112	showroom	ʃˈə‍ʊɹuːm	243
16113	replies	ɹɪplˈa‍ɪz	243
16114	racy	ɹˈe‍ɪsi	243
16115	proclaimed	pɹəklˈe‍ɪmd	243
16116	overheard	ˌə‍ʊvəhˈɜːd	243
16117	oatmeal	ˈə‍ʊtmi‍əl	243
16118	nodded	nˈɒdɪd	243
16119	mite	mˈa‍ɪt	243
16120	metropolis	mətɹˈɒpəlˌɪs	243
16121	magnificently	mæɡnˈɪfɪsəntli	243
16122	luckiest	lˈʌkiəst	243
16123	hurling	hˈɜːlɪŋ	243
16124	hammerhead	hˈæməhˌɛd	243
16125	hallowed	hˈælə‍ʊd	243
16126	goalless	ɡˈə‍ʊlɛs	243
16127	dyer	dˈa‍ɪɐ	243
16128	dribbling	dɹˈɪblɪŋ	243
16129	discredited	dɪskɹˈɛdɪtɪd	243
16130	botched	bˈɒt‍ʃt	243
16131	aristocrats	ˈæɹɪstˌɒkɹæts	243
16132	alluded	ɐlˈuːdɪd	243
16133	akin	ɐkˈɪn	243
16134	wank	wˈænk	242
16135	unmarried	ʌnmˈæɹɪd	242
16136	takeaways	tˈe‍ɪkəwˌe‍ɪz	242
16137	stroking	stɹˈə‍ʊkɪŋ	242
16138	songwriters	sˈɒŋɹa‍ɪtəz	242
16139	snuck	snˈʌk	242
16140	silicone	sˈɪlɪkˌə‍ʊn	242
16141	rupture	ɹˈʌpt‍ʃɐ	242
16142	punter	pˈʌntɐ	242
16143	provoking	pɹəvˈə‍ʊkɪŋ	242
16144	proceeding	pɹəsˈiːdɪŋ	242
16145	pelican	pˈɛlɪkən	242
16146	mutt	mˈʌt	242
16147	mulberry	mˈʌlbəɹi	242
16148	millennia	mɪlˈɛni‍ə	242
16149	femur	fˈiːmɐ	242
16150	fatter	fˈætɐ	242
16151	erase	ɪɹˈe‍ɪz	242
16152	ecology	ɛkˈɒləd‍ʒi	242
16153	downgrade	dˈa‍ʊŋɡɹe‍ɪd	242
16154	dormer	dˈɔːmɐ	242
16155	diets	dˈa‍ɪ‍əts	242
16156	didgeridoo	dˈɪd‍ʒɹɪdˌuː	242
16157	defer	dɪfˈɜː	242
16158	coincided	kˌə‍ʊɪnsˈa‍ɪdɪd	242
16159	cloned	klˈə‍ʊnd	242
16160	clematis	klɛmˈɑːtiz	242
16161	breathless	bɹˈɛθləs	242
16162	blouse	blˈa‍ʊz	242
16163	blends	blˈɛndz	242
16164	afar	ɐfˈɑː	242
16165	acquainted	ɐkwˈe‍ɪntɪd	242
16166	willingly	wˈɪlɪŋli	241
16167	wedged	wˈɛd‍ʒd	241
16168	warbler	wˈɔːblɐ	241
16169	storytelling	stˈɔːɹɪtˌɛlɪŋ	241
16170	skid	skˈɪd	241
16171	samurai	sˈæmjʊɹˌa‍ɪ	241
16172	repayment	ɹɪpˈe‍ɪmənt	241
16173	redesign	ɹˌiːdɪzˈa‍ɪn	241
16174	recommending	ɹˌɛkəmˈɛndɪŋ	241
16175	raged	ɹˈe‍ɪd‍ʒd	241
16176	prosecuting	pɹˈɒsɪkjˌuːtɪŋ	241
16177	perk	pˈɜːk	241
16178	pastel	pˈɑːstə‍l	241
16179	oppressive	əpɹˈɛsɪv	241
16180	moulding	mˈə‍ʊldɪŋ	241
16181	macaroni	mˌækɐɹˈə‍ʊni	241
16182	loops	lˈuːps	241
16183	insecurity	ˌɪnsɪkjˈɔːɹɪti	241
16184	hotspur	hˈɒtspɔː	241
16185	hiss	hˈɪs	241
16186	grooves	ɡɹˈuːvz	241
16187	grannies	ɡɹˈænɪz	241
16188	grandest	ɡɹˈændəst	241
16189	fruitful	fɹˈuːtfə‍l	241
16190	emptying	ˈɛmptɪɪŋ	241
16191	dosh	dˈɒʃ	241
16192	deport	dɪpˈɔːt	241
16193	deli	dˈɛli	241
16194	dandelion	dˈændɪlˌa‍ɪ‍ən	241
16195	consultancy	kənsˈʌltənsi	241
16196	concussion	kənkˈʌʃən	241
16197	composing	kəmpˈə‍ʊzɪŋ	241
16198	chute	ʃˈuːt	241
16199	charred	t‍ʃˈɑːd	241
16200	cashing	kˈæʃɪŋ	241
16201	carney	kˈɑːni	241
16202	backroom	bˈækɹuːm	241
16203	authoritarian	ˌɔːθɔːɹɪtˈe‍əɹi‍ən	241
16204	advisors	ɐdvˈa‍ɪzəz	241
16205	unwise	ʌnwˈa‍ɪz	240
16206	unassuming	ʌnɐsˈuːmɪŋ	240
16207	soppy	sˈɒpi	240
16208	simplified	sˈɪmplɪfˌa‍ɪd	240
16209	sentiments	sˈɛntɪmənts	240
16210	rockers	ɹˈɒkəz	240
16211	ripper	ɹˈɪpɐ	240
16212	reinvented	ɹˌiːɪnvˈɛntɪd	240
16213	rapist	ɹˈe‍ɪpɪst	240
16214	radiant	ɹˈe‍ɪdi‍ənt	240
16215	punishments	pˈʌnɪʃmənts	240
16216	propel	pɹəpˈɛl	240
16217	phenomenally	fɪnˈɒmɪnə‍li	240
16218	orbiting	ˈɔːbɪtɪŋ	240
16219	milkman	mˈɪlkmən	240
16220	marginalised	mˈɑːd‍ʒɪnəlˌa‍ɪzd	240
16221	loopholes	lˈuːphə‍ʊlz	240
16222	limping	lˈɪmpɪŋ	240
16223	leaky	lˈiːki	240
16224	huff	hˈʌf	240
16225	hamza	hˈæmzɐ	240
16226	grandstand	ɡɹˈændstænd	240
16227	gecko	ɡˈɛkə‍ʊ	240
16228	font	fˈɒnt	240
16229	faintest	fˈe‍ɪntəst	240
16230	dissolution	dˌɪsəlˈuːʃən	240
16231	disclosed	dɪsklˈə‍ʊzd	240
16232	correspondents	kˌɒɹɪspˈɒndənts	240
16233	compote	kəmpˈə‍ʊt	240
16234	burka	bˈɜːkɐ	240
16235	brewer	bɹˈuːɐ	240
16236	attendant	ɐtˈɛndənt	240
16237	uptown	ˈʌpta‍ʊn	239
16238	unpack	ʌnpˈæk	239
16239	unfairness	ʌnfˈe‍ənəs	239
16240	underweight	ˌʌndəwˈe‍ɪt	239
16241	systematically	sˌɪstəmˈætɪkli	239
16242	supernova	sˈuːpənˈə‍ʊvɐ	239
16243	subtitles	sˈʌbta‍ɪtə‍lz	239
16244	roundabouts	ɹˈa‍ʊndɐbˌa‍ʊts	239
16245	protons	pɹˈə‍ʊtɒnz	239
16246	pooch	pˈuːt‍ʃ	239
16247	plunging	plˈʌnd‍ʒɪŋ	239
16248	pitfalls	pˈɪtfɔːlz	239
16249	pellets	pˈɛlɪts	239
16250	pavlova	pˈævlʌvɐ	239
16251	nettle	nˈɛtə‍l	239
16252	mysteriously	mɪstˈi‍əɹɪəsli	239
16253	mummies	mˈʌmɪz	239
16254	midges	mˈɪd‍ʒɪz	239
16255	legality	liːɡˈælɪti	239
16256	inaudible	ɪnˈɔːdəbə‍l	239
16257	harbours	hˈɑːbəz	239
16258	globes	ɡlˈə‍ʊbz	239
16259	glare	ɡlˈe‍ə	239
16260	fragmented	fɹæɡmˈɛntɪd	239
16261	foreigner	fˈɒɹənɐ	239
16262	footie	fˈʊti	239
16263	enterprising	ˈɛntəpɹˌa‍ɪzɪŋ	239
16264	dismantle	dɪsmˈɑːntə‍l	239
16265	discriminate	dɪskɹˈɪmɪnˌe‍ɪt	239
16266	densely	dˈɛnsli	239
16267	buttocks	bˈʌtəks	239
16268	bundled	bˈʌndə‍ld	239
16269	alpaca	ælpˈækɐ	239
16270	afoot	ɐfˈʊt	239
16271	admiralty	ˈædməɹə‍lti	239
16272	tradesman	tɹˈe‍ɪdzmən	238
16273	swab	swˈɒb	238
16274	summits	sˈʌmɪts	238
16275	studs	stˈʌdz	238
16276	screened	skɹˈiːnd	238
16277	sanitation	sˌænɪtˈe‍ɪʃən	238
16278	sakes	sˈe‍ɪks	238
16279	reefs	ɹˈiːfs	238
16280	putts	pˈʌts	238
16281	phenomena	fɪnˈɒmɪnɐ	238
16282	overcoming	ˌə‍ʊvəkˈʌmɪŋ	238
16283	oomph	ˈuːmf	238
16284	neigh	nˈe‍ɪ	238
16285	morrow	mˈɒɹə‍ʊ	238
16286	minibus	mˈɪnɪbˌʌs	238
16287	lightness	lˈa‍ɪtnəs	238
16288	landscaped	lˈændske‍ɪpt	238
16289	labyrinth	lˈæbəɹˌɪnθ	238
16290	inspectorate	ɪnspˈɛktəɹˌe‍ɪt	238
16291	ignition	ɪɡnˈɪʃən	238
16292	ignited	ɪɡnˈa‍ɪtɪd	238
16293	grounding	ɡɹˈa‍ʊndɪŋ	238
16294	domesticated	dəmˈɛstɪkˌe‍ɪtɪd	238
16295	commenting	kˈɒmɛntɪŋ	238
16296	collusion	kəlˈuːʒən	238
16297	clusters	klˈʌstəz	238
16298	clove	klˈə‍ʊv	238
16299	clinicians	klɪnˈɪʃənz	238
16300	chore	t‍ʃˈɔː	238
16301	casing	kˈe‍ɪsɪŋ	238
16302	cannonball	kˈænənbˌɔːl	238
16303	booted	bˈuːtɪd	238
16304	ballpark	bˈɔːlpɑːk	238
16305	arming	ˈɑːmɪŋ	238
16306	amazes	ɐmˈe‍ɪzɪz	238
16307	accomplish	ɐkˈɒmplɪʃ	238
16308	sunflowers	sˈʌnfla‍ʊəz	237
16309	sunbathing	sˈʌnbe‍ɪðɪŋ	237
16310	showground	ʃˈə‍ʊɡɹa‍ʊnd	237
16311	septic	sˈɛptɪk	237
16312	rhinoceros	ɹa‍ɪnˈɒsəɹəs	237
16313	reflections	ɹɪflˈɛkʃənz	237
16314	psychologists	sa‍ɪkˈɒləd‍ʒˌɪsts	237
16315	projector	pɹəd‍ʒˈɛktɐ	237
16316	preposterous	pɹɪpˈɒstəɹəs	237
16317	pigment	pˈɪɡmənt	237
16318	onward	ˈɒnwəd	237
16319	numeracy	njˈuːməɹəsi	237
16320	nipple	nˈɪpə‍l	237
16321	newsroom	njˈuːzɹuːm	237
16322	microchip	mˈa‍ɪkɹə‍ʊt‍ʃˌɪp	237
16323	intuition	ɪntjuːˈɪʃən	237
16324	intensified	ɪntˈɛnsɪfˌa‍ɪd	237
16325	illicit	ɪlˈɪsɪt	237
16326	holistic	həlˈɪstɪk	237
16327	heroism	hˈɛɹə‍ʊˌɪzəm	237
16328	haemorrhage	hˈɛməɹɪd‍ʒ	237
16329	formations	fɔːmˈe‍ɪʃənz	237
16330	excavation	ˌɛkskəvˈe‍ɪʃən	237
16331	enriched	ɛnɹˈɪt‍ʃt	237
16332	emu	ˈiːmjuː	237
16333	earring	ˈi‍əɹɪŋ	237
16334	doable	dˈuːəbə‍l	237
16335	disproportionately	dˌɪspɹəpˈɔːʃənətli	237
16336	diocese	dɪə‍ʊsˈiːz	237
16337	diminish	dɪmˈɪnɪʃ	237
16338	cutty	kˈʌti	237
16339	cruises	kɹˈuːzɪz	237
16340	coupe	kˈuːp	237
16341	corals	kˈɒɹə‍lz	237
16342	conman	kənmˈæn	237
16343	cobbled	kˈɒbə‍ld	237
16344	avert	ɐvˈɜːt	237
16345	accuses	ɐkjˈuːzɪz	237
16346	worktops	wˈɜːktɒps	236
16347	ukulele	jˌuːkəlˈe‍ɪli	236
16348	tantrum	tˈɑːntɹəm	236
16349	suede	swˈe‍ɪd	236
16350	stilts	stˈɪlts	236
16351	squeamish	skwˈiːmɪʃ	236
16352	seeker	sˈiːkɐ	236
16353	seaman	sˈiːmən	236
16354	rumoured	ɹˈuːməd	236
16355	recreational	ɹˌɛkɹiːˈe‍ɪʃənə‍l	236
16356	prose	pɹˈə‍ʊz	236
16357	plagued	plˈe‍ɪɡd	236
16358	overturn	ˌə‍ʊvətˈɜːn	236
16359	missionaries	mˈɪʃənəɹiz	236
16360	messes	mˈɛsɪz	236
16361	knighted	nˈa‍ɪtɪd	236
16362	influencing	ˈɪnfluːənsɪŋ	236
16363	incinerator	ɪnsˈɪnəɹˌe‍ɪtɐ	236
16364	homicide	hˈɒmɪsˌa‍ɪd	236
16365	hereby	hˈi‍əba‍ɪ	236
16366	fundamentals	fˌʌndəmˈɛntə‍lz	236
16367	fresco	fɹˈɛskə‍ʊ	236
16368	fightback	fˈa‍ɪtbæk	236
16369	commercials	kəmˈɜːʃə‍lz	236
16370	cockroach	kˈɒkɹə‍ʊt‍ʃ	236
16371	chihuahua	t‍ʃɪwˈɑːwɐ	236
16372	centrally	sˈɛntɹə‍li	236
16373	cayenne	kˈe‍ɪən	236
16374	applauding	ɐplˈɔːdɪŋ	236
16375	verity	vˈɛɹɪti	235
16376	vandals	vˈændə‍lz	235
16377	treadmill	tɹˈɛdmɪl	235
16378	squads	skwˈɒdz	235
16379	smashes	smˈæʃɪz	235
16380	shutter	ʃˈʌtɐ	235
16381	shortcut	ʃˈɔːtkʌt	235
16382	privatised	pɹˈa‍ɪvətˌa‍ɪzd	235
16383	prepped	pɹˈɛpt	235
16384	pompous	pˈɒmpəs	235
16385	oiled	ˈɔ‍ɪld	235
16386	neuron	njˈuːɹɒn	235
16387	motel	mə‍ʊtˈɛl	235
16388	imitate	ˈɪmɪtˌe‍ɪt	235
16389	honouring	ˈɒnɜːɹɪŋ	235
16390	hamburger	hˈæmbɜːɡɐ	235
16391	fret	fɹˈɛt	235
16392	foresee	fɔːsˈiː	235
16393	florist	flˈɒɹɪst	235
16394	ecological	ˌɛkəlˈɒd‍ʒɪkə‍l	235
16395	dwellings	dwˈɛlɪŋz	235
16396	consisted	kənsˈɪstɪd	235
16397	brioche	bɹiːˈə‍ʊʃ	235
16398	brash	bɹˈæʃ	235
16399	bourbon	bˈɜːbən	235
16400	blanks	blˈæŋks	235
16401	barbeque	bˈɑːbəkjˌuː	235
16402	balding	bˈɔːldɪŋ	235
16403	awakening	ɐwˈe‍ɪknɪŋ	235
16404	acids	ˈæsɪdz	235
16405	yawning	jˈɔːnɪŋ	234
16406	weavers	wˈiːvəz	234
16407	wavelength	wˈe‍ɪvlɛŋθ	234
16408	warts	wˈɔːts	234
16409	unravelling	ʌnɹˈævəlɪŋ	234
16410	thoroughbred	θˈʌɹəbɹˌɛd	234
16411	teetering	tˈiːtəɹɪŋ	234
16412	tapir	tˈæpi‍ə	234
16413	steroids	stˈɛɹɔ‍ɪdz	234
16414	splint	splˈɪnt	234
16415	selfless	sˈɛlfləs	234
16416	reborn	ɹɪbˈɔːn	234
16417	pregnancies	pɹˈɛɡnənsɪz	234
16418	peripheral	pəɹˈɪfəɹə‍l	234
16419	peckish	pˈɛkɪʃ	234
16420	outrun	a‍ʊtɹˈʌn	234
16421	operatic	ˌɒpəɹˈætɪk	234
16422	o'er	ˈɔː	234
16423	nurseries	nˈɜːsəɹiz	234
16424	newcomers	njˈuːkʌməz	234
16425	muzzle	mˈʌzə‍l	234
16426	mans	mˈænz	234
16427	manger	mˈe‍ɪnd‍ʒɐ	234
16428	magnolia	mæɡnˈə‍ʊli‍ə	234
16429	lippy	lˈɪpi	234
16430	lapping	lˈæpɪŋ	234
16431	humiliate	hjuːmˈɪlɪˌe‍ɪt	234
16432	hinged	hˈɪnd‍ʒd	234
16433	hamlets	hˈæmləts	234
16434	froggy	fɹˈɒɡi	234
16435	fritters	fɹˈɪtəz	234
16436	felled	fˈɛld	234
16437	extradited	ˈɛkstɹədˌa‍ɪtɪd	234
16438	exert	ɛɡzˈɜːt	234
16439	evergreen	ˈɛvəɡɹˌiːn	234
16440	deduction	dɪdˈʌkʃən	234
16441	coy	kˈɔ‍ɪ	234
16442	clockwise	klˈɒkwa‍ɪz	234
16443	ballads	bˈælədz	234
16444	aces	ˈe‍ɪsɪz	234
16445	willows	wˈɪlə‍ʊz	233
16446	unscathed	ʌnskˈe‍ɪðd	233
16447	undiscovered	ʌndɪskˈʌvəd	233
16448	tumbled	tˈʌmbə‍ld	233
16449	translator	tɹænslˈe‍ɪtɐ	233
16450	surging	sˈɜːd‍ʒɪŋ	233
16451	snowflakes	snˈə‍ʊfle‍ɪks	233
16452	shaggy	ʃˈæɡi	233
16453	scrummage	skɹˈʌmɪd‍ʒ	233
16454	rooftops	ɹˈuːftɒps	233
16455	rewired	ɹɪwˈa‍ɪ‍əd	233
16456	revolves	ɹɪvˈɒlvz	233
16457	ponder	pˈɒndɐ	233
16458	orchestras	ˈɔːkɛstɹəz	233
16459	nurturing	nˈɜːt‍ʃəɹɪŋ	233
16460	nibbling	nˈɪblɪŋ	233
16461	mountainous	mˈa‍ʊntɪnəs	233
16462	licked	lˈɪkt	233
16463	kicker	kˈɪkɐ	233
16464	hunk	hˈʌŋk	233
16465	hairdo	hˈe‍əduː	233
16466	grinder	ɡɹˈa‍ɪndɐ	233
16467	gluten	ɡlˈuːtən	233
16468	fussing	fˈʌsɪŋ	233
16469	enticing	ɛntˈa‍ɪsɪŋ	233
16470	empower	ɛmpˈa‍ʊɐ	233
16471	echoing	ˈɛkə‍ʊɪŋ	233
16472	crippling	kɹˈɪplɪŋ	233
16473	creed	kɹˈiːd	233
16474	conductors	kəndˈʌktəz	233
16475	barmaid	bˈɑːme‍ɪd	233
16476	barbaric	bɑːbˈæɹɪk	233
16477	assumes	ɐsˈuːmz	233
16478	adequately	ˈædɪkwətli	233
16479	zigzag	zˈɪɡzæɡ	232
16480	waterman	wˈɔːtəmən	232
16481	unattractive	ʌnɐtɹˈæktɪv	232
16482	tarnished	tˈɑːnɪʃt	232
16483	suppressed	səpɹˈɛst	232
16484	stumped	stˈʌmpt	232
16485	rudder	ɹˈʌdɐ	232
16486	quotation	kwə‍ʊtˈe‍ɪʃən	232
16487	porcupine	pˈɔːkjuːpˌa‍ɪn	232
16488	physicists	fˈɪzɪsˌɪsts	232
16489	overlooks	ˌə‍ʊvəlˈʊks	232
16490	nooks	nˈʊks	232
16491	mystic	mˈɪstɪk	232
16492	mined	mˈa‍ɪnd	232
16493	jailbirds	d‍ʒˈe‍ɪlbɜːdz	232
16494	infancy	ˈɪnfənsˌi	232
16495	dreamer	dɹˈiːmɐ	232
16496	degas	dɪɡˈæz	232
16497	cordial	kˈɔːdɪəl	232
16498	carts	kˈɑːts	232
16499	cameramen	kˈæmɹəmˌɛn	232
16500	boulevard	bˈuːlɪvˌɑːd	232
16501	booklet	bˈʊklət	232
16502	astounded	ɐstˈa‍ʊndɪd	232
16503	adultery	ɐdˈʌltəɹi	232
16504	abolishing	ɐbˈɒlɪʃɪŋ	232
16505	wooded	wˈʊdɪd	231
16506	wetland	wˈɛtlənd	231
16507	violated	vˈa‍ɪ‍əle‍ɪtɪd	231
16508	urchin	ˈɜːt‍ʃɪn	231
16509	uplands	ˈʌpləndz	231
16510	unscrupulous	ʌnskɹˈuːpjʊləs	231
16511	unfolds	ʌnfˈə‍ʊldz	231
16512	tonga	tˈɒŋɡɐ	231
16513	tanned	tˈænd	231
16514	stills	stˈɪlz	231
16515	statistical	stɐtˈɪstɪkə‍l	231
16516	shatter	ʃˈætɐ	231
16517	retrospective	ɹˌɛtɹə‍ʊspˈɛktɪv	231
16518	rendering	ɹˈɛndəɹɪŋ	231
16519	quayside	kˈiːsa‍ɪd	231
16520	proportioned	pɹəpˈɔːʃənd	231
16521	polluted	pəlˈuːtɪd	231
16522	plucky	plˈʌki	231
16523	notified	nˈə‍ʊtɪfˌa‍ɪd	231
16524	nieces	nˈiːsɪz	231
16525	nicotine	nˈɪkətˌiːn	231
16526	miniatures	mˈɪnɪt‍ʃəz	231
16527	interpreter	ɪntˈɜːpɹɪtɐ	231
16528	inflate	ɪnflˈe‍ɪt	231
16529	immortalised	ɪmˈɔːtəlˌa‍ɪzd	231
16530	imaginations	ɪmˌæd‍ʒɪnˈe‍ɪʃənz	231
16531	headland	hˈɛdlənd	231
16532	hairspray	hˈe‍əspɹe‍ɪ	231
16533	gymnasts	d‍ʒˈɪmnɑːsts	231
16534	gooseberries	ɡˈuːsbəɹɪz	231
16535	germ	d‍ʒˈɜːm	231
16536	forked	fˈɔːkt	231
16537	dreamy	dɹˈiːmi	231
16538	doorsteps	dˈɔːstɛps	231
16539	diabolical	dˌa‍ɪəbˈɒlɪkə‍l	231
16540	conform	kənfˈɔːm	231
16541	commandos	kəmˈændə‍ʊz	231
16542	bellows	bˈɛlə‍ʊz	231
16543	alignment	ɐlˈa‍ɪnmənt	231
16544	woollen	wˈʊlən	230
16545	utilised	jˈuːtəlˌa‍ɪzd	230
16546	tropics	tɹˈɒpɪks	230
16547	trolleys	tɹˈɒlɪz	230
16548	tipper	tˈɪpɐ	230
16549	terminally	tˈɜːmɪnə‍li	230
16550	tempura	tɛmpjˈɔːɹɐ	230
16551	steeplechase	stˈiːplɪt‍ʃˌe‍ɪs	230
16552	stagnant	stˈæɡnənt	230
16553	slates	slˈe‍ɪts	230
16554	simulate	sˈɪmjʊlˌe‍ɪt	230
16555	screenplay	skɹˈiːnple‍ɪ	230
16556	reinstate	ɹˌiːɪnstˈe‍ɪt	230
16557	rediscovered	ɹˌiːdɪskˈʌvəd	230
16558	presently	pɹˈɛzəntlˌi	230
16559	plantations	plɑːntˈe‍ɪʃənz	230
16560	ottoman	ˈɒtəmən	230
16561	orgasm	ˈɔːɡæzəm	230
16562	leavers	lˈiːvəz	230
16563	gibbons	ɡˈɪbənz	230
16564	focussed	fˈə‍ʊkəszt	230
16565	figurine	fˈɪɡjʊɹˌiːn	230
16566	fang	fˈæŋ	230
16567	extinguisher	ɛkstˈɪŋɡwɪʃɐ	230
16568	enforcing	ɛnfˈɔːsɪŋ	230
16569	dashboard	dˈæʃbɔːd	230
16570	creators	kɹiːˈe‍ɪtəz	230
16571	compartments	kəmpˈɑːtmənts	230
16572	blazer	blˈe‍ɪzɐ	230
16573	bemused	bɪmjˈuːsd	230
16574	banish	bˈænɪʃ	230
16575	archway	ˈɑːt‍ʃwe‍ɪ	230
16576	verb	vˈɜːb	229
16577	ventures	vˈɛnt‍ʃəz	229
16578	upload	ˈʌplə‍ʊd	229
16579	trawler	tɹˈɔːlɐ	229
16580	squatting	skwˈɒtɪŋ	229
16581	spelter	spˈɛltɐ	229
16582	resourceful	ɹɪzˈɔːsfə‍l	229
16583	requesting	ɹɪkwˈɛstɪŋ	229
16584	racked	ɹˈækt	229
16585	quaking	kwˈe‍ɪkɪŋ	229
16586	perish	pˈɛɹɪʃ	229
16587	negotiable	nɪɡˈə‍ʊʃɪəbə‍l	229
16588	neanderthal	niːˈændəθˌɑːl	229
16589	hoist	hˈɔ‍ɪst	229
16590	gunning	ɡˈʌnɪŋ	229
16591	gums	ɡˈʌmz	229
16592	glittery	ɡlˈɪtəɹi	229
16593	emphasising	ˈɛmfɐsˌa‍ɪzɪŋ	229
